Variable_name	Value
log_slow_admin_statements	ON
log_slow_disabled_statements	sp
log_slow_filter	admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk
log_slow_max_warnings	10
log_slow_min_examined_row_limit	0
log_slow_query	ON
log_slow_query_file	MacBook-Pro-Arttu-slow.log
log_slow_query_time	10.000000
log_slow_rate_limit	1
log_slow_slave_statements	ON
log_slow_verbosity	
slow_launch_time	2
slow_query_log	ON
slow_query_log_file	MacBook-Pro-Arttu-slow.log
66979	Rojola-Rajala	Irma
68219	Rojola	Irma
71215	Rojola	Irma
71733	Rojola	Irma
74971	Häkkinen-Rojola	Irma
76212	Rojola	Irma
79318	Rojola	Irma
81227	Rojola	Irma
81975	Rojola	Irma
87081	Rojola	Irma
88357	Rojola	Irma
89019	Rojola	Irma
91841	Rojola	Irma
92299	Rojola	Irma
97570	Rojola	Irma
97630	Rojola	Irma
99720	Rojola	Irma
99753	Rojola	Irma
107288	Rojola-Uutela	Irma
110170	Rojola	Irma
111197	Rojola	Irma
111640	Wuotila-Rojola	Irma
114982	Rojola	Irma
115272	Rojola	Irma
115298	Rojola	Irma
115935	Rojola	Irma
117692	Rojola	Irma
123204	Rojola	Irma
124259	Mottisenkangas-Rojola	Irma
125850	Rojola	Irma
126623	Rojola	Irma
126819	Stepanov-Rojola	Irma
129695	Rojola	Irma
131459	Rojola	Irma
132236	Rojola	Irma
132745	Rojola	Irma
135215	Rojola	Irma
135299	Paavola-Rojola	Irma
135519	Rojola	Irma
136156	Rojola	Irma
136834	Rojola	Irma
136990	Rojola	Irma
137027	Rojola	Irma
146857	Rojola	Irma
149258	Rojola	Irma
149415	Rojola-Ruottinen	Irma
152450	Rojola	Irma
152539	Kohonen-Rojola	Irma
152750	Rojola	Irma
154835	Rojola	Irma
155465	Rojola	Irma
158957	Rojola	Irma
159208	Rojola	Irma
160085	Rojola-Kähkönen	Irma
163554	Rojola	Irma
164153	Rojola	Irma
164918	Vanninen-Rojola	Irma
168449	Rojola	Irma
172311	Rojola	Irma
173258	Rojola	Irma
174364	Rojola	Irma
175094	Rojola	Irma
175253	Rojola	Irma
176917	Rojola	Irma
177825	Rojola	Irma
178222	Rojola	Irma
179838	Rojola	Irma
180744	Rojola	Irma
182603	Rojola	Irma
183368	Rojola	Irma
184592	Mynttinen-Rojola	Irma
185206	Rojola	Irma
186419	Rojola	Irma
187117	Rojola	Irma
190421	Rojola	Irma
191298	Rojola	Irma
193437	Rojola	Irma
196979	Rojola	Irma
197621	Rojola	Irma
198720	Rojola	Irma
199632	Rojola	Irma
3	Rojola	Auni
206	Rojola	Auni
1179	Rojola-Heinonen	Auni
1866	Rojola	Auni
5376	Rojola	Auni
5443	Rojola	Auni
5607	Rojola	Auni
6469	Rojola	Auni
7294	Rojola	Auni
9461	Rojola	Auni
9671	Rojola	Auni
10094	Rojola	Auni
11413	Rojola	Auni
11738	Rojola	Auni
12244	Rojola	Auni
13047	Rojola	Auni
15476	Rojola	Auni
18407	Rojola	Auni
24044	Rojola	Auni
24066	Rojola	Auni
26509	Rojola-Auvinen	Auni
28292	Rojola	Auni
30320	Rojola	Auni
32094	Rojola	Auni
37119	Rojola	Auni
39437	Rojola	Auni
40270	Rojola	Auni
40600	Rojola	Auni
42541	Rojola	Auni
43285	Rojola	Auni
45918	Laitamo-Rojola	Auni
46519	Rojola	Auni
47522	Rojola	Auni
48664	Rojola	Auni
50163	Rojola	Auni
51065	Rojola	Auni
53432	Rojola	Auni
55375	Rojola	Auni
55736	Ollikainen-Rojola	Auni
56196	Rojola	Auni
61538	Rojola	Auni
64254	Rojola	Auni
66363	Rojola	Auni
66979	Rojola-Rajala	Auni
68219	Rojola	Auni
71215	Rojola	Auni
71733	Rojola	Auni
74971	Häkkinen-Rojola	Auni
76212	Rojola	Auni
79318	Rojola	Auni
81227	Rojola	Auni
81975	Rojola	Auni
87081	Rojola	Auni
88357	Rojola	Auni
89019	Rojola	Auni
91841	Rojola	Auni
92299	Rojola	Auni
97570	Rojola	Auni
97630	Rojola	Auni
99720	Rojola	Auni
99753	Rojola	Auni
107288	Rojola-Uutela	Auni
110170	Rojola	Auni
111197	Rojola	Auni
111640	Wuotila-Rojola	Auni
114982	Rojola	Auni
115272	Rojola	Auni
115298	Rojola	Auni
115935	Rojola	Auni
117692	Rojola	Auni
123204	Rojola	Auni
124259	Mottisenkangas-Rojola	Auni
125850	Rojola	Auni
126623	Rojola	Auni
126819	Stepanov-Rojola	Auni
129695	Rojola	Auni
131459	Rojola	Auni
132236	Rojola	Auni
132745	Rojola	Auni
135215	Rojola	Auni
135299	Paavola-Rojola	Auni
135519	Rojola	Auni
136156	Rojola	Auni
136834	Rojola	Auni
136990	Rojola	Auni
137027	Rojola	Auni
146857	Rojola	Auni
149258	Rojola	Auni
149415	Rojola-Ruottinen	Auni
152450	Rojola	Auni
152539	Kohonen-Rojola	Auni
152750	Rojola	Auni
154835	Rojola	Auni
155465	Rojola	Auni
158957	Rojola	Auni
159208	Rojola	Auni
160085	Rojola-Kähkönen	Auni
163554	Rojola	Auni
164153	Rojola	Auni
164918	Vanninen-Rojola	Auni
168449	Rojola	Auni
172311	Rojola	Auni
173258	Rojola	Auni
174364	Rojola	Auni
175094	Rojola	Auni
175253	Rojola	Auni
176917	Rojola	Auni
177825	Rojola	Auni
178222	Rojola	Auni
179838	Rojola	Auni
180744	Rojola	Auni
182603	Rojola	Auni
183368	Rojola	Auni
184592	Mynttinen-Rojola	Auni
185206	Rojola	Auni
186419	Rojola	Auni
187117	Rojola	Auni
190421	Rojola	Auni
191298	Rojola	Auni
193437	Rojola	Auni
196979	Rojola	Auni
197621	Rojola	Auni
198720	Rojola	Auni
199632	Rojola	Auni
3	Rojola	Eine
206	Rojola	Eine
1179	Rojola-Heinonen	Eine
1866	Rojola	Eine
5376	Rojola	Eine
5443	Rojola	Eine
5607	Rojola	Eine
6469	Rojola	Eine
7294	Rojola	Eine
9461	Rojola	Eine
9671	Rojola	Eine
10094	Rojola	Eine
11413	Rojola	Eine
11738	Rojola	Eine
12244	Rojola	Eine
13047	Rojola	Eine
15476	Rojola	Eine
18407	Rojola	Eine
24044	Rojola	Eine
24066	Rojola	Eine
26509	Rojola-Auvinen	Eine
28292	Rojola	Eine
30320	Rojola	Eine
32094	Rojola	Eine
37119	Rojola	Eine
39437	Rojola	Eine
40270	Rojola	Eine
40600	Rojola	Eine
42541	Rojola	Eine
43285	Rojola	Eine
45918	Laitamo-Rojola	Eine
46519	Rojola	Eine
47522	Rojola	Eine
48664	Rojola	Eine
50163	Rojola	Eine
51065	Rojola	Eine
53432	Rojola	Eine
55375	Rojola	Eine
55736	Ollikainen-Rojola	Eine
56196	Rojola	Eine
61538	Rojola	Eine
64254	Rojola	Eine
66363	Rojola	Eine
66979	Rojola-Rajala	Eine
68219	Rojola	Eine
71215	Rojola	Eine
71733	Rojola	Eine
74971	Häkkinen-Rojola	Eine
76212	Rojola	Eine
79318	Rojola	Eine
81227	Rojola	Eine
81975	Rojola	Eine
87081	Rojola	Eine
88357	Rojola	Eine
89019	Rojola	Eine
91841	Rojola	Eine
92299	Rojola	Eine
97570	Rojola	Eine
97630	Rojola	Eine
99720	Rojola	Eine
99753	Rojola	Eine
107288	Rojola-Uutela	Eine
110170	Rojola	Eine
111197	Rojola	Eine
111640	Wuotila-Rojola	Eine
114982	Rojola	Eine
115272	Rojola	Eine
115298	Rojola	Eine
115935	Rojola	Eine
117692	Rojola	Eine
123204	Rojola	Eine
124259	Mottisenkangas-Rojola	Eine
125850	Rojola	Eine
126623	Rojola	Eine
126819	Stepanov-Rojola	Eine
129695	Rojola	Eine
131459	Rojola	Eine
132236	Rojola	Eine
132745	Rojola	Eine
135215	Rojola	Eine
135299	Paavola-Rojola	Eine
135519	Rojola	Eine
136156	Rojola	Eine
136834	Rojola	Eine
136990	Rojola	Eine
137027	Rojola	Eine
146857	Rojola	Eine
149258	Rojola	Eine
149415	Rojola-Ruottinen	Eine
152450	Rojola	Eine
152539	Kohonen-Rojola	Eine
152750	Rojola	Eine
154835	Rojola	Eine
155465	Rojola	Eine
158957	Rojola	Eine
159208	Rojola	Eine
160085	Rojola-Kähkönen	Eine
163554	Rojola	Eine
164153	Rojola	Eine
164918	Vanninen-Rojola	Eine
168449	Rojola	Eine
172311	Rojola	Eine
173258	Rojola	Eine
174364	Rojola	Eine
175094	Rojola	Eine
175253	Rojola	Eine
176917	Rojola	Eine
177825	Rojola	Eine
178222	Rojola	Eine
179838	Rojola	Eine
180744	Rojola	Eine
182603	Rojola	Eine
183368	Rojola	Eine
184592	Mynttinen-Rojola	Eine
185206	Rojola	Eine
186419	Rojola	Eine
187117	Rojola	Eine
190421	Rojola	Eine
191298	Rojola	Eine
193437	Rojola	Eine
196979	Rojola	Eine
197621	Rojola	Eine
198720	Rojola	Eine
199632	Rojola	Eine
3	Rojola	Salomo
206	Rojola	Salomo
1179	Rojola-Heinonen	Salomo
1866	Rojola	Salomo
5376	Rojola	Salomo
5443	Rojola	Salomo
5607	Rojola	Salomo
6469	Rojola	Salomo
7294	Rojola	Salomo
9461	Rojola	Salomo
9671	Rojola	Salomo
10094	Rojola	Salomo
11413	Rojola	Salomo
11738	Rojola	Salomo
12244	Rojola	Salomo
13047	Rojola	Salomo
15476	Rojola	Salomo
18407	Rojola	Salomo
24044	Rojola	Salomo
24066	Rojola	Salomo
26509	Rojola-Auvinen	Salomo
28292	Rojola	Salomo
30320	Rojola	Salomo
32094	Rojola	Salomo
37119	Rojola	Salomo
39437	Rojola	Salomo
40270	Rojola	Salomo
40600	Rojola	Salomo
42541	Rojola	Salomo
43285	Rojola	Salomo
45918	Laitamo-Rojola	Salomo
46519	Rojola	Salomo
47522	Rojola	Salomo
48664	Rojola	Salomo
50163	Rojola	Salomo
51065	Rojola	Salomo
53432	Rojola	Salomo
55375	Rojola	Salomo
55736	Ollikainen-Rojola	Salomo
56196	Rojola	Salomo
61538	Rojola	Salomo
64254	Rojola	Salomo
66363	Rojola	Salomo
66979	Rojola-Rajala	Salomo
68219	Rojola	Salomo
71215	Rojola	Salomo
71733	Rojola	Salomo
74971	Häkkinen-Rojola	Salomo
76212	Rojola	Salomo
79318	Rojola	Salomo
81227	Rojola	Salomo
81975	Rojola	Salomo
87081	Rojola	Salomo
88357	Rojola	Salomo
89019	Rojola	Salomo
91841	Rojola	Salomo
92299	Rojola	Salomo
97570	Rojola	Salomo
97630	Rojola	Salomo
99720	Rojola	Salomo
99753	Rojola	Salomo
107288	Rojola-Uutela	Salomo
110170	Rojola	Salomo
111197	Rojola	Salomo
111640	Wuotila-Rojola	Salomo
114982	Rojola	Salomo
115272	Rojola	Salomo
115298	Rojola	Salomo
115935	Rojola	Salomo
117692	Rojola	Salomo
123204	Rojola	Salomo
124259	Mottisenkangas-Rojola	Salomo
125850	Rojola	Salomo
126623	Rojola	Salomo
126819	Stepanov-Rojola	Salomo
129695	Rojola	Salomo
131459	Rojola	Salomo
132236	Rojola	Salomo
132745	Rojola	Salomo
135215	Rojola	Salomo
135299	Paavola-Rojola	Salomo
135519	Rojola	Salomo
136156	Rojola	Salomo
136834	Rojola	Salomo
136990	Rojola	Salomo
137027	Rojola	Salomo
146857	Rojola	Salomo
149258	Rojola	Salomo
149415	Rojola-Ruottinen	Salomo
152450	Rojola	Salomo
152539	Kohonen-Rojola	Salomo
152750	Rojola	Salomo
154835	Rojola	Salomo
155465	Rojola	Salomo
158957	Rojola	Salomo
159208	Rojola	Salomo
160085	Rojola-Kähkönen	Salomo
163554	Rojola	Salomo
164153	Rojola	Salomo
164918	Vanninen-Rojola	Salomo
168449	Rojola	Salomo
172311	Rojola	Salomo
173258	Rojola	Salomo
174364	Rojola	Salomo
175094	Rojola	Salomo
175253	Rojola	Salomo
176917	Rojola	Salomo
177825	Rojola	Salomo
178222	Rojola	Salomo
179838	Rojola	Salomo
180744	Rojola	Salomo
182603	Rojola	Salomo
183368	Rojola	Salomo
184592	Mynttinen-Rojola	Salomo
185206	Rojola	Salomo
186419	Rojola	Salomo
187117	Rojola	Salomo
190421	Rojola	Salomo
191298	Rojola	Salomo
193437	Rojola	Salomo
196979	Rojola	Salomo
197621	Rojola	Salomo
198720	Rojola	Salomo
199632	Rojola	Salomo
3	Rojola	Pirjo
206	Rojola	Pirjo
1179	Rojola-Heinonen	Pirjo
1866	Rojola	Pirjo
5376	Rojola	Pirjo
5443	Rojola	Pirjo
5607	Rojola	Pirjo
6469	Rojola	Pirjo
7294	Rojola	Pirjo
9461	Rojola	Pirjo
9671	Rojola	Pirjo
10094	Rojola	Pirjo
11413	Rojola	Pirjo
11738	Rojola	Pirjo
12244	Rojola	Pirjo
13047	Rojola	Pirjo
15476	Rojola	Pirjo
18407	Rojola	Pirjo
24044	Rojola	Pirjo
24066	Rojola	Pirjo
26509	Rojola-Auvinen	Pirjo
28292	Rojola	Pirjo
30320	Rojola	Pirjo
32094	Rojola	Pirjo
37119	Rojola	Pirjo
39437	Rojola	Pirjo
40270	Rojola	Pirjo
40600	Rojola	Pirjo
42541	Rojola	Pirjo
43285	Rojola	Pirjo
45918	Laitamo-Rojola	Pirjo
46519	Rojola	Pirjo
47522	Rojola	Pirjo
48664	Rojola	Pirjo
50163	Rojola	Pirjo
51065	Rojola	Pirjo
53432	Rojola	Pirjo
55375	Rojola	Pirjo
55736	Ollikainen-Rojola	Pirjo
56196	Rojola	Pirjo
61538	Rojola	Pirjo
64254	Rojola	Pirjo
66363	Rojola	Pirjo
66979	Rojola-Rajala	Pirjo
68219	Rojola	Pirjo
71215	Rojola	Pirjo
71733	Rojola	Pirjo
74971	Häkkinen-Rojola	Pirjo
76212	Rojola	Pirjo
79318	Rojola	Pirjo
81227	Rojola	Pirjo
81975	Rojola	Pirjo
87081	Rojola	Pirjo
88357	Rojola	Pirjo
89019	Rojola	Pirjo
91841	Rojola	Pirjo
92299	Rojola	Pirjo
97570	Rojola	Pirjo
97630	Rojola	Pirjo
99720	Rojola	Pirjo
99753	Rojola	Pirjo
107288	Rojola-Uutela	Pirjo
110170	Rojola	Pirjo
111197	Rojola	Pirjo
111640	Wuotila-Rojola	Pirjo
114982	Rojola	Pirjo
115272	Rojola	Pirjo
115298	Rojola	Pirjo
115935	Rojola	Pirjo
117692	Rojola	Pirjo
123204	Rojola	Pirjo
124259	Mottisenkangas-Rojola	Pirjo
125850	Rojola	Pirjo
126623	Rojola	Pirjo
126819	Stepanov-Rojola	Pirjo
129695	Rojola	Pirjo
131459	Rojola	Pirjo
132236	Rojola	Pirjo
132745	Rojola	Pirjo
135215	Rojola	Pirjo
135299	Paavola-Rojola	Pirjo
135519	Rojola	Pirjo
136156	Rojola	Pirjo
136834	Rojola	Pirjo
136990	Rojola	Pirjo
137027	Rojola	Pirjo
146857	Rojola	Pirjo
149258	Rojola	Pirjo
149415	Rojola-Ruottinen	Pirjo
152450	Rojola	Pirjo
152539	Kohonen-Rojola	Pirjo
152750	Rojola	Pirjo
154835	Rojola	Pirjo
155465	Rojola	Pirjo
158957	Rojola	Pirjo
159208	Rojola	Pirjo
160085	Rojola-Kähkönen	Pirjo
163554	Rojola	Pirjo
164153	Rojola	Pirjo
164918	Vanninen-Rojola	Pirjo
168449	Rojola	Pirjo
172311	Rojola	Pirjo
173258	Rojola	Pirjo
174364	Rojola	Pirjo
175094	Rojola	Pirjo
175253	Rojola	Pirjo
176917	Rojola	Pirjo
177825	Rojola	Pirjo
178222	Rojola	Pirjo
179838	Rojola	Pirjo
180744	Rojola	Pirjo
182603	Rojola	Pirjo
183368	Rojola	Pirjo
184592	Mynttinen-Rojola	Pirjo
185206	Rojola	Pirjo
186419	Rojola	Pirjo
187117	Rojola	Pirjo
190421	Rojola	Pirjo
191298	Rojola	Pirjo
193437	Rojola	Pirjo
196979	Rojola	Pirjo
197621	Rojola	Pirjo
198720	Rojola	Pirjo
199632	Rojola	Pirjo
3	Rojola	Anja
206	Rojola	Anja
1179	Rojola-Heinonen	Anja
1866	Rojola	Anja
5376	Rojola	Anja
5443	Rojola	Anja
5607	Rojola	Anja
6469	Rojola	Anja
7294	Rojola	Anja
9461	Rojola	Anja
9671	Rojola	Anja
10094	Rojola	Anja
11413	Rojola	Anja
11738	Rojola	Anja
12244	Rojola	Anja
13047	Rojola	Anja
15476	Rojola	Anja
18407	Rojola	Anja
24044	Rojola	Anja
24066	Rojola	Anja
26509	Rojola-Auvinen	Anja
28292	Rojola	Anja
30320	Rojola	Anja
32094	Rojola	Anja
37119	Rojola	Anja
39437	Rojola	Anja
40270	Rojola	Anja
40600	Rojola	Anja
42541	Rojola	Anja
43285	Rojola	Anja
45918	Laitamo-Rojola	Anja
46519	Rojola	Anja
47522	Rojola	Anja
48664	Rojola	Anja
50163	Rojola	Anja
51065	Rojola	Anja
53432	Rojola	Anja
55375	Rojola	Anja
55736	Ollikainen-Rojola	Anja
56196	Rojola	Anja
61538	Rojola	Anja
64254	Rojola	Anja
66363	Rojola	Anja
66979	Rojola-Rajala	Anja
68219	Rojola	Anja
71215	Rojola	Anja
71733	Rojola	Anja
74971	Häkkinen-Rojola	Anja
76212	Rojola	Anja
79318	Rojola	Anja
81227	Rojola	Anja
81975	Rojola	Anja
87081	Rojola	Anja
88357	Rojola	Anja
89019	Rojola	Anja
91841	Rojola	Anja
92299	Rojola	Anja
97570	Rojola	Anja
97630	Rojola	Anja
99720	Rojola	Anja
99753	Rojola	Anja
107288	Rojola-Uutela	Anja
110170	Rojola	Anja
111197	Rojola	Anja
111640	Wuotila-Rojola	Anja
114982	Rojola	Anja
115272	Rojola	Anja
115298	Rojola	Anja
115935	Rojola	Anja
117692	Rojola	Anja
123204	Rojola	Anja
124259	Mottisenkangas-Rojola	Anja
125850	Rojola	Anja
126623	Rojola	Anja
126819	Stepanov-Rojola	Anja
129695	Rojola	Anja
131459	Rojola	Anja
132236	Rojola	Anja
132745	Rojola	Anja
135215	Rojola	Anja
135299	Paavola-Rojola	Anja
135519	Rojola	Anja
136156	Rojola	Anja
136834	Rojola	Anja
136990	Rojola	Anja
137027	Rojola	Anja
146857	Rojola	Anja
149258	Rojola	Anja
149415	Rojola-Ruottinen	Anja
152450	Rojola	Anja
152539	Kohonen-Rojola	Anja
152750	Rojola	Anja
154835	Rojola	Anja
155465	Rojola	Anja
158957	Rojola	Anja
159208	Rojola	Anja
160085	Rojola-Kähkönen	Anja
163554	Rojola	Anja
164153	Rojola	Anja
164918	Vanninen-Rojola	Anja
168449	Rojola	Anja
172311	Rojola	Anja
173258	Rojola	Anja
174364	Rojola	Anja
175094	Rojola	Anja
175253	Rojola	Anja
176917	Rojola	Anja
177825	Rojola	Anja
178222	Rojola	Anja
179838	Rojola	Anja
180744	Rojola	Anja
182603	Rojola	Anja
183368	Rojola	Anja
184592	Mynttinen-Rojola	Anja
185206	Rojola	Anja
186419	Rojola	Anja
187117	Rojola	Anja
190421	Rojola	Anja
191298	Rojola	Anja
193437	Rojola	Anja
196979	Rojola	Anja
197621	Rojola	Anja
198720	Rojola	Anja
199632	Rojola	Anja
3	Rojola	Aappo
206	Rojola	Aappo
1179	Rojola-Heinonen	Aappo
1866	Rojola	Aappo
5376	Rojola	Aappo
5443	Rojola	Aappo
5607	Rojola	Aappo
6469	Rojola	Aappo
7294	Rojola	Aappo
9461	Rojola	Aappo
9671	Rojola	Aappo
10094	Rojola	Aappo
11413	Rojola	Aappo
11738	Rojola	Aappo
12244	Rojola	Aappo
13047	Rojola	Aappo
15476	Rojola	Aappo
18407	Rojola	Aappo
24044	Rojola	Aappo
24066	Rojola	Aappo
26509	Rojola-Auvinen	Aappo
28292	Rojola	Aappo
30320	Rojola	Aappo
32094	Rojola	Aappo
37119	Rojola	Aappo
39437	Rojola	Aappo
40270	Rojola	Aappo
40600	Rojola	Aappo
42541	Rojola	Aappo
43285	Rojola	Aappo
45918	Laitamo-Rojola	Aappo
46519	Rojola	Aappo
47522	Rojola	Aappo
48664	Rojola	Aappo
50163	Rojola	Aappo
51065	Rojola	Aappo
53432	Rojola	Aappo
55375	Rojola	Aappo
55736	Ollikainen-Rojola	Aappo
56196	Rojola	Aappo
61538	Rojola	Aappo
64254	Rojola	Aappo
66363	Rojola	Aappo
66979	Rojola-Rajala	Aappo
68219	Rojola	Aappo
71215	Rojola	Aappo
71733	Rojola	Aappo
74971	Häkkinen-Rojola	Aappo
76212	Rojola	Aappo
79318	Rojola	Aappo
81227	Rojola	Aappo
81975	Rojola	Aappo
87081	Rojola	Aappo
88357	Rojola	Aappo
89019	Rojola	Aappo
91841	Rojola	Aappo
92299	Rojola	Aappo
97570	Rojola	Aappo
97630	Rojola	Aappo
99720	Rojola	Aappo
99753	Rojola	Aappo
107288	Rojola-Uutela	Aappo
110170	Rojola	Aappo
111197	Rojola	Aappo
111640	Wuotila-Rojola	Aappo
114982	Rojola	Aappo
115272	Rojola	Aappo
115298	Rojola	Aappo
115935	Rojola	Aappo
117692	Rojola	Aappo
123204	Rojola	Aappo
124259	Mottisenkangas-Rojola	Aappo
125850	Rojola	Aappo
126623	Rojola	Aappo
126819	Stepanov-Rojola	Aappo
129695	Rojola	Aappo
131459	Rojola	Aappo
132236	Rojola	Aappo
132745	Rojola	Aappo
135215	Rojola	Aappo
135299	Paavola-Rojola	Aappo
135519	Rojola	Aappo
136156	Rojola	Aappo
136834	Rojola	Aappo
136990	Rojola	Aappo
137027	Rojola	Aappo
146857	Rojola	Aappo
149258	Rojola	Aappo
149415	Rojola-Ruottinen	Aappo
152450	Rojola	Aappo
152539	Kohonen-Rojola	Aappo
152750	Rojola	Aappo
154835	Rojola	Aappo
155465	Rojola	Aappo
158957	Rojola	Aappo
159208	Rojola	Aappo
160085	Rojola-Kähkönen	Aappo
163554	Rojola	Aappo
164153	Rojola	Aappo
164918	Vanninen-Rojola	Aappo
168449	Rojola	Aappo
172311	Rojola	Aappo
173258	Rojola	Aappo
174364	Rojola	Aappo
175094	Rojola	Aappo
175253	Rojola	Aappo
176917	Rojola	Aappo
177825	Rojola	Aappo
178222	Rojola	Aappo
179838	Rojola	Aappo
180744	Rojola	Aappo
182603	Rojola	Aappo
183368	Rojola	Aappo
184592	Mynttinen-Rojola	Aappo
185206	Rojola	Aappo
186419	Rojola	Aappo
187117	Rojola	Aappo
190421	Rojola	Aappo
191298	Rojola	Aappo
193437	Rojola	Aappo
196979	Rojola	Aappo
197621	Rojola	Aappo
198720	Rojola	Aappo
199632	Rojola	Aappo
3	Rojola	Sampsa
206	Rojola	Sampsa
1179	Rojola-Heinonen	Sampsa
1866	Rojola	Sampsa
5376	Rojola	Sampsa
5443	Rojola	Sampsa
5607	Rojola	Sampsa
6469	Rojola	Sampsa
7294	Rojola	Sampsa
9461	Rojola	Sampsa
9671	Rojola	Sampsa
10094	Rojola	Sampsa
11413	Rojola	Sampsa
11738	Rojola	Sampsa
12244	Rojola	Sampsa
13047	Rojola	Sampsa
15476	Rojola	Sampsa
18407	Rojola	Sampsa
24044	Rojola	Sampsa
24066	Rojola	Sampsa
26509	Rojola-Auvinen	Sampsa
28292	Rojola	Sampsa
30320	Rojola	Sampsa
32094	Rojola	Sampsa
37119	Rojola	Sampsa
39437	Rojola	Sampsa
40270	Rojola	Sampsa
40600	Rojola	Sampsa
42541	Rojola	Sampsa
43285	Rojola	Sampsa
45918	Laitamo-Rojola	Sampsa
46519	Rojola	Sampsa
47522	Rojola	Sampsa
48664	Rojola	Sampsa
50163	Rojola	Sampsa
51065	Rojola	Sampsa
53432	Rojola	Sampsa
55375	Rojola	Sampsa
55736	Ollikainen-Rojola	Sampsa
56196	Rojola	Sampsa
61538	Rojola	Sampsa
64254	Rojola	Sampsa
66363	Rojola	Sampsa
66979	Rojola-Rajala	Sampsa
68219	Rojola	Sampsa
71215	Rojola	Sampsa
71733	Rojola	Sampsa
74971	Häkkinen-Rojola	Sampsa
76212	Rojola	Sampsa
79318	Rojola	Sampsa
81227	Rojola	Sampsa
81975	Rojola	Sampsa
87081	Rojola	Sampsa
88357	Rojola	Sampsa
89019	Rojola	Sampsa
91841	Rojola	Sampsa
92299	Rojola	Sampsa
97570	Rojola	Sampsa
97630	Rojola	Sampsa
99720	Rojola	Sampsa
99753	Rojola	Sampsa
107288	Rojola-Uutela	Sampsa
110170	Rojola	Sampsa
111197	Rojola	Sampsa
111640	Wuotila-Rojola	Sampsa
114982	Rojola	Sampsa
115272	Rojola	Sampsa
115298	Rojola	Sampsa
115935	Rojola	Sampsa
117692	Rojola	Sampsa
123204	Rojola	Sampsa
124259	Mottisenkangas-Rojola	Sampsa
125850	Rojola	Sampsa
126623	Rojola	Sampsa
126819	Stepanov-Rojola	Sampsa
129695	Rojola	Sampsa
131459	Rojola	Sampsa
132236	Rojola	Sampsa
132745	Rojola	Sampsa
135215	Rojola	Sampsa
135299	Paavola-Rojola	Sampsa
135519	Rojola	Sampsa
136156	Rojola	Sampsa
136834	Rojola	Sampsa
136990	Rojola	Sampsa
137027	Rojola	Sampsa
146857	Rojola	Sampsa
149258	Rojola	Sampsa
149415	Rojola-Ruottinen	Sampsa
152450	Rojola	Sampsa
152539	Kohonen-Rojola	Sampsa
152750	Rojola	Sampsa
154835	Rojola	Sampsa
155465	Rojola	Sampsa
158957	Rojola	Sampsa
159208	Rojola	Sampsa
160085	Rojola-Kähkönen	Sampsa
163554	Rojola	Sampsa
164153	Rojola	Sampsa
164918	Vanninen-Rojola	Sampsa
168449	Rojola	Sampsa
172311	Rojola	Sampsa
173258	Rojola	Sampsa
174364	Rojola	Sampsa
175094	Rojola	Sampsa
175253	Rojola	Sampsa
176917	Rojola	Sampsa
177825	Rojola	Sampsa
178222	Rojola	Sampsa
179838	Rojola	Sampsa
180744	Rojola	Sampsa
182603	Rojola	Sampsa
183368	Rojola	Sampsa
184592	Mynttinen-Rojola	Sampsa
185206	Rojola	Sampsa
186419	Rojola	Sampsa
187117	Rojola	Sampsa
190421	Rojola	Sampsa
191298	Rojola	Sampsa
193437	Rojola	Sampsa
196979	Rojola	Sampsa
197621	Rojola	Sampsa
198720	Rojola	Sampsa
199632	Rojola	Sampsa
3	Rojola	Eila
206	Rojola	Eila
1179	Rojola-Heinonen	Eila
1866	Rojola	Eila
5376	Rojola	Eila
5443	Rojola	Eila
5607	Rojola	Eila
6469	Rojola	Eila
7294	Rojola	Eila
9461	Rojola	Eila
9671	Rojola	Eila
10094	Rojola	Eila
11413	Rojola	Eila
11738	Rojola	Eila
12244	Rojola	Eila
13047	Rojola	Eila
15476	Rojola	Eila
18407	Rojola	Eila
24044	Rojola	Eila
24066	Rojola	Eila
26509	Rojola-Auvinen	Eila
28292	Rojola	Eila
30320	Rojola	Eila
32094	Rojola	Eila
37119	Rojola	Eila
39437	Rojola	Eila
40270	Rojola	Eila
40600	Rojola	Eila
42541	Rojola	Eila
43285	Rojola	Eila
45918	Laitamo-Rojola	Eila
46519	Rojola	Eila
47522	Rojola	Eila
48664	Rojola	Eila
50163	Rojola	Eila
51065	Rojola	Eila
53432	Rojola	Eila
55375	Rojola	Eila
55736	Ollikainen-Rojola	Eila
56196	Rojola	Eila
61538	Rojola	Eila
64254	Rojola	Eila
66363	Rojola	Eila
66979	Rojola-Rajala	Eila
68219	Rojola	Eila
71215	Rojola	Eila
71733	Rojola	Eila
74971	Häkkinen-Rojola	Eila
76212	Rojola	Eila
79318	Rojola	Eila
81227	Rojola	Eila
81975	Rojola	Eila
87081	Rojola	Eila
88357	Rojola	Eila
89019	Rojola	Eila
91841	Rojola	Eila
92299	Rojola	Eila
97570	Rojola	Eila
97630	Rojola	Eila
99720	Rojola	Eila
99753	Rojola	Eila
107288	Rojola-Uutela	Eila
110170	Rojola	Eila
111197	Rojola	Eila
